"","STATUS","unique_id","title","meets_inclusion_criteria","source","professional_medical_society_code","professional_medical_society","link","publication_reaffirmation_date","year"
"1960","Published",1960,"Soft tissue and visceral sarcomas  ESMO-EURACAN-GENTURIS clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Gronchi A, Miah AB, Dei Tos AP, Abecassis N, Bajpai J, Bauer S, Biagini R, Bielack S, Blay JY, Bolle S, Bonvalot S, Boukovinas I, Bovee JVMG, Boye K, Brennan B, Brodowicz T, Buonadonna A, De Álava E, Del Muro XG, Dufresne A, Eriksson M, Fagioli F, Fedenko A, Ferraresi V, Ferrari A, Frezza AM, Gasperoni S, Gelderblom H, Gouin F, Grignani G, Haas R, Hassan AB, Hecker-Nolting S, Hindi N, Hohenberger P, Joensuu H, Jones RL, Jungels C, Jutte P, Kager L, Kasper B, Kawai A, Kopeckova K, Krákorová DA, Le Cesne A, Le Grange F, Legius E, Leithner A, Lopez-Pousa A, Martin-Broto J, Merimsky O, Messiou C, Mir O, Montemurro M, Morland B, Morosi C, Palmerini E, Pantaleo MA, Piana R, Piperno-Neumann S, Reichardt P, Rutkowski P, Safwat AA, Sangalli C, Sbaraglia M, Scheipl S, Schöffski P, Sleijfer S, Strauss D, Strauss S, Sundby Hall K, Trama A, Unk M, van de Sande MAJ, van der Graaf WTA, van Houdt WJ, Frebourg T, Casali PG, Stacchiotti S. Soft tissue and visceral sarcomas  ESMO-EURACAN-GENTURIS clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2021 Nov;32(11) 1348-1365.  [101 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34303806/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,7fnKr0CuYexusucetQU4C9,4Rc0TmlAa5Fp94Lk5bvKOb,]","[European Society for Medical Oncology (ESMO), European Reference Network for Rare Adult Solid Cancers (EURACAN), European Reference Network for Genetic Tumour Risk Syndromes (GENTURIS), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2821%2902184-0","2021 Nov",2021
"1961","Published",1961,"Gastrointestinal stromal tumours  ESMO-EURACAN-GENTURIS clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Casali PG, Blay JY, Abecassis N, Bajpai J, Bauer S, Biagini R, Bielack S, Bonvalot S, Boukovinas I, Bovee JVMG, Boye K, Brodowicz T, Buonadonna A, De Álava E, Dei Tos AP, Del Muro XG, Dufresne A, Eriksson M, Fedenko A, Ferraresi V, Ferrari A, Frezza AM, Gasperoni S, Gelderblom H, Gouin F, Grignani G, Haas R, Hassan AB, Hindi N, Hohenberger P, Joensuu H, Jones RL, Jungels C, Jutte P, Kasper B, Kawai A, Kopeckova K, Krákorová DA, Le Cesne A, Le Grange F, Legius E, Leithner A, Lopez-Pousa A, Martin-Broto J, Merimsky O, Messiou C, Miah AB, Mir O, Montemurro M, Morosi C, Palmerini E, Pantaleo MA, Piana R, Piperno-Neumann S, Reichardt P, Rutkowski P, Safwat AA, Sangalli C, Sbaraglia M, Scheipl S, Schöffski P, Sleijfer S, Strauss D, Strauss SJ, Sundby Hall K, Trama A, Unk M, van de Sande MAJ, van der Graaf WTA, van Houdt WJ, Frebourg T, Gronchi A, Stacchiotti S. Gastrointestinal stromal tumours  ESMO-EURACAN-GENTURIS clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2022 Jan;33(1) 20-33.  [73 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34560242/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,7fnKr0CuYexusucetQU4C9,4Rc0TmlAa5Fp94Lk5bvKOb,]","[European Society for Medical Oncology (ESMO), European Reference Network for Rare Adult Solid Cancers (EURACAN), European Reference Network for Genetic Tumour Risk Syndromes (GENTURIS), ]","https //www.annalsofoncology.org/article/S0923-7534(21)04480-X/pdf","2022 Jan",2022
"1962","Published",1962,"Management of cancer pain in adult patients  ESMO clinical practice guidelines.",FALSE,"Fallon M, Giusti R, Aielli F, Hoskin P, Rolke R, Sharma M, Ripamonti CI, ESMO Guidelines Committee. Management of cancer pain in adult patients  ESMO clinical practice guidelines. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv166-iv191.  [179 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30052758/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931698-9/pdf","2018 Oct 1",2018
"1963","Published",1963,"Diagnosis, assessment and management of constipation in advanced cancer  ESMO clinical practice guidelines.",FALSE,"Larkin PJ, Cherny NI, La Carpia D, Guglielmo M, Ostgathe C, Scotté F, Ripamonti CI, ESMO Guidelines Committee. Diagnosis, assessment and management of constipation in advanced cancer  ESMO clinical practice guidelines. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv111-iv125.  [94 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30016389/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931697-7/pdf","2018 Oct 1",2018
"1964","Published",1964,"Delirium in adult cancer patients  ESMO clinical practice guidelines.",FALSE,"Bush SH, Lawlor PG, Ryan K, Centeno C, Lucchesi M, Kanji S, Siddiqi N, Morandi A, Davis DHJ, Laurent M, Schofield N, Barallat E, Ripamonti CI, ESMO Guidelines Committee. Delirium in adult cancer patients  ESMO clinical practice guidelines. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv143-iv165.  [179 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29992308/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931696-5/pdf","2018 Oct 1",2018
"1965","Published",1965,"Diarrhoea in adult cancer patients  ESMO clinical practice guidelines.",FALSE,"Bossi P, Antonuzzo A, Cherny NI, Rosengarten O, Pernot S, Trippa F, Schuler U, Snegovoy A, Jordan K, Ripamonti CI, ESMO Guidelines Committee. Diarrhoea in adult cancer patients  ESMO clinical practice guidelines. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv126-iv142.  [50 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29931177/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931694-1/pdf","2018 Oct 1",2018
"1966","Published",1966,"Management of anaemia and iron deficiency in patients with cancer  ESMO clinical practice guidelines.",FALSE,"Aapro M, Beguin Y, Bokemeyer C, Dicato M, Gascón P, Glaspy J, Hofmann A, Link H, Littlewood T, Ludwig H, Österborg A, Pronzato P, Santini V, Schrijvers D, Stauder R, Jordan K, Herrstedt J, ESMO Guidelines Committee. Management of anaemia and iron deficiency in patients with cancer  ESMO clinical practice guidelines. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv96-iv110.  [165 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29471514/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931688-6/pdf","2018 Oct 1",2018
"1967","Published",1967,"Early breast cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Cardoso F, Kyriakides S, Ohno S, Penault-Llorca F, Poortmans P, Rubio IT, Zackrisson S, Senkus E, ESMO Guidelines Committee. Early breast cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2019 Aug 1;30(8) 1194-1220.  [216 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31161190/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931287-6/pdf","2019 Aug 1",2019
"1968","Published",1968,"Risk reduction and screening of cancer in hereditary breast-ovarian cancer syndromes  ESMO clinical practice guideline.",FALSE,"Sessa C, Balmaña J, Bober SL, Cardoso MJ, Colombo N, Curigliano G, Domchek SM, Evans DG, Fischerova D, Harbeck N, Kuhl C, Lemley B, Levy-Lahad E, Lambertini M, Ledermann JA, Loibl S, Phillips K-A, Paluch-Shimon S. Risk reduction and screening of cancer in hereditary breast-ovarian cancer syndromes  ESMO clinical practice guideline. Ann Oncol. Ann Oncol. 2023 Jan;34(1) 33-47.  [120 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36307055/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2822%2904193-X","2023 Jan",2023
"1969","Published",1969,"Thyroid cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Filetti S, Durante C, Hartl D, Leboulleux S, Locati LD, Newbold K, Papotti MG, Berruti A, ESMO Guidelines Committee. Thyroid cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2019 Dec 1;30(12) 1856-1883.  [166 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31549998/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2820%2932555-2/pdf","2019 Dec 1",2019
"1970","Published",1970,"Renal cell carcinoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Escudier B, Porta C, Schmidinger M, Rioux-Leclercq N, Bex A, Khoo V, Grünwald V, Gillessen S, Horwich A, ESMO Guidelines Committee. Renal cell carcinoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2019 May 1;30(5) 706-720.  [70 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30788497/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.esmo.org/guidelines/genitourinary-cancers/renal-cell-carcinoma","2019 May 1",2019
"1971","Published",1971,"Hereditary gastrointestinal cancers  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Stjepanovic N, Moreira L, Carneiro F, Balaguer F, Cervantes A, Balmaña J, Martinelli E, ESMO Guidelines Committee. Hereditary gastrointestinal cancers  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2019 Oct 1;30(10) 1558-1571.  [76 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31378807/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2960977-4/pdf","2019 Oct 1",2019
"1972","Published",1972,"Cutaneous melanoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Michielin O, van Akkooi ACJ, Ascierto PA, Dummer R, Keilholz U, ESMO Guidelines Committee. Cutaneous melanoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2019 Dec 1;30(12) 1884-1901.  [104 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31566661/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2820%2932563-1/pdf","2019 Dec 1",2019
"1973","Published",1973,"ESMO-ESGO consensus conference recommendations on ovarian cancer  pathology and molecular biology, early and advanced stages, borderline tumours and recurrent disease.",FALSE,"Colombo N, Sessa C, du Bois A, Ledermann J, McCluggage WG, McNeish I, Morice P, Pignata S, Ray-Coquard I, Vergote I, Baert T, Belaroussi I, Dashora A, Olbrecht S, Planchamp F, Querleu D, ESMO-ESGO Ovarian Cancer Consensus Conference Working Group. ESMO-ESGO consensus conference recommendations on ovarian cancer  pathology and molecular biology, early and advanced stages, borderline tumours and recurrent disease. Ann Oncol. 2019 May 1;30(5) 672-705.  [305 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31046081/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,7sMPea9TlXQeQo54NcPSgH,]","[European Society for Medical Oncology (ESMO), European Society of Gynaecologial Oncology (ESGO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931162-7/pdf","2019 May 1",2019
"1974","Published",1974,"Non-oncogene addicted metastatic non-small-cell lung cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Hendriks LE, Kerr KM, Menis J, Mok TS, Nestle U, Passaro A, Peters S, Planchard D, Smit EF, Solomon BJ, Veronesi G, Reck M; ESMO Guidelines Committee. Electronic address  clinicalguidelines@esmo.org. Non-oncogene-addicted metastatic non-small-cell lung cancer  ESMO Clinical Practice Guideline for diagnosis, treatment and follow-up. Ann Oncol. 2023 Apr;34(4) 358-376.  [110 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36669645/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2822%2904785-8","2023 Apr",2023
"1975","Published",1975,"Gastroenteropancreatic neuroendocrine neoplasms  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Pavel M, Öberg K, Falconi M, Krenning EP, Sundin A, Perren A, Berruti A, ESMO Guidelines Committee. Gastroenteropancreatic neuroendocrine neoplasms  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2020 Jul;31(7) 844-860.  [108 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32272208/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2820%2936394-8/pdf","2020 Jul",2020
"1976","Published",1976,"Acute myeloid leukaemia in adult patients  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Heuser M, Ofran Y, Boissel N, Brunet Mauri S, Craddock C, Janssen J, Wierzbowska A, Buske C, ESMO Guidelines Committee. Acute myeloid leukaemia in adult patients  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2020 Mar 17;S0923-7534(20)36079-8.  [115 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32171751/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2820%2936079-8/pdf","2020 Jun",2020
"1977","Published",1977,"Marginal zone lymphomas  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Zucca E, Arcaini L, Buske C, Johnson PW, Ponzoni M, Raderer M, Ricardi U, Salar A, Stamatopoulos K, Thieblemont C, Wotherspoon A, Ladetto M, ESMO Guidelines Committee. Marginal zone lymphomas  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2020 Jan;31(1) 17-29.  [84 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31912792/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2935465-1/pdf","2020 Jan",2020
"1978","Published",1978,"Cancer-related fatigue  ESMO clinical practice guidelines for diagnosis and treatment.",FALSE,"Fabi A, Bhargava R, Fatigoni S, Guglielmo M, Horneber M, Roila F, Weis J, Jordan K, Ripamonti CI, ESMO Guidelines Committee. Cancer-related fatigue  ESMO clinical practice guidelines for diagnosis and treatment. Ann Oncol. 2020 Mar 12;S0923-7534(20)36077-4.  [103 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32173483/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2820%2936077-4/pdf","2020 Jun",2020
"1979","Published",1979,"Management of cardiac disease in cancer patients throughout oncological treatment  ESMO consensus recommendations.",FALSE,"Curigliano G, Lenihan D, Fradley M, Ganatra S, Barac A, Blaes A, Herrmann J, Porter C, Lyon AR, Lancellotti P, Patel A, DeCara J, Mitchell J, Harrison E, Moslehi J, Witteles R, Calabro MG, Orecchia R, de Azambuja E, Zamorano JL, Krone R, Iakobishvili Z, Carver J, Armenian S, Ky B, Cardinale D, Cipolla CM, Dent S, Jordan K, ESMO Guidelines Committee. Management of cardiac disease in cancer patients throughout oncological treatment  ESMO consensus recommendations. Ann Oncol. 2020 Feb;31(2) 171-190.  [103 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31959335/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2936080-6/pdf","2020 Feb",2020
"1980","Archived",1943,"ESMO consensus conference on malignant lymphoma  general perspectives and recommendations for prognostic tools in mature B-cell lymphomas and chronic lymphocytic leukaemia.",FALSE,"Ladetto M, Buske C, Hutchings M, Dreyling M, Gaidano G, Le Gouill S, Luminari S, Pott C, Zamò A, Zucca E, ESMO Lymphoma Consensus Conference Panel Members. ESMO consensus conference on malignant lymphoma  general perspectives and recommendations for prognostic tools in mature B-cell lymphomas and chronic lymphocytic leukaemia. Ann Oncol. 2016 Dec;27(12) 2149-2160.  [114 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/27701070/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2936542-1/pdf","2016 Dec",2016
"1981","Published",1980,"Recommendations for prevention and control of influenza in children, 2020–2021.",FALSE,"AAP Committee on Infectious Diseases. Recommendations for prevention and control of influenza in children, 2020–2021. Pediatrics. 2020 Oct;146(4) e2020024588.  [108 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32900875/  PubMed )","[bb36d620b75854301c7144d0cafb25c8,]","[American Academy of Pediatrics (AAP), ]","https //pediatrics.aappublications.org/content/pediatrics/146/4/e2020024588.full.pdf","2020 Oct",2020
"1982","Published",1981,"Clinical Pharmacogenetics Implementation Consortium guideline (CPIC) for CYP2C9 and nonsteroidal anti-inflammatory drugs.",TRUE,"Theken KN, Lee CR, Gong L, Caudle KE, Formea CM, Gaedigk A, Klein TE, Agúndez JAG, Grosser T. Clinical Pharmacogenetics Implementation Consortium guideline (CPIC) for CYP2C9 and nonsteroidal anti-inflammatory drugs. Clin Pharmacol Ther. 2020 Aug;108(2) 191-200.  [40 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32189324/  PubMed )","[e1dfac05efd7e2bcabe2b0ff26bd6cab,]","[Clinical Pharmacogenetics Implementation Consortium (CPIC), ]","https //ascpt.onlinelibrary.wiley.com/doi/epdf/10.1002/cpt.1830","2020 Aug",2020
"1983","Published",1982,"Consolidation or maintenance systemic therapy for newly diagnosed stage II, III, or IV epithelial ovary, fallopian tube, or primary peritoneal carcinoma.",TRUE,"Hirte H, Yao X, Ferguson SE, May T, Elit L. Consolidation or maintenance systemic therapy for newly diagnosed stage II, III, or IV epithelial ovary, fallopian tube, or primary peritoneal carcinoma. Toronto (ON)  Cancer Care Ontario; 2020 Sep 28. 81 p. (Guideline; no. 4-18)  [52 references ]","[a231f103ca4c8fe511badeb3289a6c8c,]","[Ontario Health (Cancer Care Ontario), Program in Evidence-Based Care (OH [CCO] PEBC), ]","https //www.cancercareontario.ca/en/file/56781/download?token=eBMnsKWK","2020 Sep 28",2020
